File,Line,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L52,L51,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60
7198-80652-0032,32,2,2,but she was a queer little thing you've been to chicago ain't you asked margaret suddenly we came through chicago on our way up here from my home we stayed one night there nan replied it's bigger'n pine camp ain't it,you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,she,was,a,queer,little,thing,you've,been,to,chicago,ain't ,you,asked,margaret,suddenly,we,came,through,chicago,on,our,way,up,here,from,my,home,we,stayed,one,night,there,nan,replied,it's,bigger'n,pine,camp,ain't,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198-80654-0010,10,1,1,you're fooling now he hasn't hired any half baked chip eaters and canucks to try and beat me up i ain't foolin pshaw you kin pshaw till the cows come home cried the other heatedly i got it straight who from,I,foolin,I_ain't_foolin,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you're,fooling,now,he,hasn't,hired,any,half,baked,chip,eaters,and,canucks,to,try,and,beat,me,up,i,ain't ,foolin,pshaw,you,kin,pshaw,till,the,cows,come,home,cried,the,other,heatedly,i,got,it,straight,who,from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198-80654-0012,12,1,1,now tell me he said how much is sim going to get for helping to pay ged raffer's debts har ejaculated the other man you know sim ain't that kind all right then,that,kind,that_ain't_kind,PronounDemonstrative,Adjective,PronounDemonstrative_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,now,tell,me,he,said,how,much,is,sim,going,to,get,for,helping,to,pay,ged,raffer's,debts,har,ejaculated,the,other,man,you,know,sim,ain't ,that,kind,all,right,then,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205-64110-0006,6,1,1,but a grand livery chap footman or coachman i ain't sure which,I,sure,I_ain't_sure,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,a,grand,livery,chap,footman,or,coachman,i,ain't ,sure,which,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220-77907-0011,11,1,1,i guess you'd enjoy it about as well as any we're just goin for a basket of wind falls for pies i guess we ain't a goin to be gone a great while annie watched them up the lane from the library window with a queer grudge at heart,we,gone,we_ain't_gone,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,guess,you'd,enjoy,it,about,as,well,as,any,we're,just,goin,for,a,basket,of,wind,falls,for,pies,i,guess,we,ain't ,a,goin,to,be,gone,a,great,while,annie,watched,them,up,the,lane,from,the,library,window,with,a,queer,grudge,at,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220-77911-0033,33,1,1,that it was a challenge to mister peck's friends and that we must take it up a light of melancholy satisfaction shone from bolton's deeply shaded eyes well he ain't one to lose time not a great deal,he,one,he_ain't_one,PronounPersonal,PronounIndefinite,PronounPersonal_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,that,it,was,a,challenge,to,mister,peck's,friends,and,that,we,must,take,it,up,a,light,of,melancholy,satisfaction,shone,from,bolton's,deeply,shaded,eyes,well,he,ain't ,one,to,lose,time,not,a,great,deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220-77911-0037,37,1,1,if it was left to the church she accented the last word with the click of the jar lid and came out well it ain't a church question it's a society question missus bolton replied on her passage to the dining room with the plate of sliced bread,it,question,it_ain't_question,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,if,it,was,left,to,the,church,she,accented,the,last,word,with,the,click,of,the,jar,lid,and,came,out,well,it,ain't ,a,church,question,it's,a,society,question,missus,bolton,replied,on,her,passage,to,the,dining,room,with,the,plate,of,sliced,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220-77911-0041,41,1,1,and i guess it's all goin to work together for good i ain't afraid any but what it's goin to come out all right but we got to be up and doin as they say about lection times the lord helps them that helps themselves said bolton,I,afraid,I_ain't_afraid,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,i,guess,it's,all,goin,to,work,together,for,good,i,ain't ,afraid,any,but,what,it's,goin,to,come,out,all,right,but,we,got,to,be,up,and,doin,as,they,say,about,lection,times,the,lord,helps,them,that,helps,themselves,said,bolton,,,,,,,,,,,,,,,,,,,,,,,,,,
7226-86964-0052,52,1,1,no house is now considered quite up to the fashi'n as ain't got a orgin the rain being now over she soon departed,constituentboundary,got,constituentboundary_ain't_got,ConstituentBoundary,VerbPastParticiple,ConstituentBoundary_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,house,is,now,considered,quite,up,to,the,fashi'n,as,ain't ,got,a,orgin,the,rain,being,now,over,she,soon,departed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226-86965-0008,8,1,1,an so i jined an i stuck her out gemmen till the thing was done they ain't no coward bout me,they,coward,they_ain't_coward,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an,so,i,jined,an,i,stuck,her,out,gemmen,till,the,thing,was,done,they,ain't ,no,coward,bout,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726-124445-0010,10,1,1,there ain't a many such jobs as this ere an i'm thinkin that maybe sam bloxam could tell ye summut i asked if he could tell me where to find him i told him that if he could get me the address it would be worth another half sovereign to him,there,jobs,there_ain't_jobs,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,there,ain't ,a,many,such,jobs,as,this,ere,an,i'm,thinkin,that,maybe,sam,bloxam,could,tell,ye,summut,i,asked,if,he,could,tell,me,where,to,find,him,i,told,him,that,if,he,could,get,me,the,address,it,would,be,worth,another,half,sovereign,to,him,,,,,,,,,,,
726-124445-0011,11,1,1,so he gulped down the rest of his tea and stood up saying that he was going to begin the search then and there at the door he stopped and said look ere guv'nor there ain't no sense in me a keepin you ere i may find sam soon or i mayn't,there,sense,there_ain't_sense,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,so,he,gulped,down,the,rest,of,his,tea,and,stood,up,saying,that,he,was,going,to,begin,the,search,then,and,there,at,the,door,he,stopped,and,said,look,ere,guv'nor,there,ain't ,no,sense,in,me,a,keepin,you,ere,i,may,find,sam,soon,or,i,mayn't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726-124445-0012,12,1,1,but anyhow he ain't like to be in a way to tell ye much to night sam is a rare one when he starts on the booze if you can give me a envelope with a stamp on it,he,like,he_ain't_like,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,anyhow,he,ain't ,like,to,be,in,a,way,to,tell,ye,much,to,night,sam,is,a,rare,one,when,he,starts,on,the,booze,if,you,can,give,me,a,envelope,with,a,stamp,on,it,,,,,,,,,,,,,,,,,,,,,,,,,
726-124445-0023,23,1,1,when i had found the court i had no difficulty in discovering corcoran's lodging house when i asked the man who came to the door for the depite he shook his head and said i dunno im there ain't no such a person ere,there,person,there_ain't_person,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,when,i,had,found,the,court,i,had,no,difficulty,in,discovering,corcoran's,lodging,house,when,i,asked,the,man,who,came,to,the,door,for,the,depite,he,shook,his,head,and,said,i,dunno,im,there,ain't ,no,such,a,person,ere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726-124445-0024,24,1,1,i never eard of im in all my bloomin days don't believe there ain't nobody of that kind livin ere or anywheres i took out smollet's letter and as i read it it seemed to me that the lesson of the spelling of the name of the court might guide me what are you,there,nobody,there_ain't_nobody,PronounNonReferential,PronounIndefinite,PronounNonReferential_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,never,eard,of,im,in,all,my,bloomin,days,don't,believe,there,ain't ,nobody,of,that,kind,livin,ere,or,anywheres,i,took,out,smollet's,letter,and,as,i,read,it,it,seemed,to,me,that,the,lesson,of,the,spelling,of,the,name,of,the,court,might,guide,me,what,are,you,,,,,,,,,,,,,,,,,,,,
7318-96151-0046,46,1,1,your friend has been naughty mister wilson she said again with that same pout he has been taking more atropine not really said wilson let me alone the whole of you answered peters i ain't a child,I,child,I_ain't_child,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,your,friend,has,been,naughty,mister,wilson,she,said,again,with,that,same,pout,he,has,been,taking,more,atropine,not,really,said,wilson,let,me,alone,the,whole,of,you,answered,peters,i,ain't ,a,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7354-87667-0100,100,1,1,ain't mister mernside ere and i says i don't know nothin about nobody o that name,Mernside,ere,Mernside_ain't_ere,Noun,Adverb,Noun_ain't_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't ,mister,mernside,ere,and,i,says,i,don't,know,nothin,about,nobody,o,that,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7507-100660-0020,20,1,1,i explained to him however that as far as reading gaol was concerned i was powerless to help him but there's just as good prisons here ain't there governor he pleaded oh yes said i laughing at the absurdity of the situation,there,constituentboundary,there_ain't_constituentboundary,PronounNonReferential,ConstituentBoundary,PronounNonReferential_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,i,explained,to,him,however,that,as,far,as,reading,gaol,was,concerned,i,was,powerless,to,help,him,but,there's,just,as,good,prisons,here,ain't ,there,governor,he,pleaded,oh,yes,said,i,laughing,at,the,absurdity,of,the,situation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753-150477-0039,39,2,2,and we was very poor now we're better off my father an mother an me then you like the state she misunderstood at first oh i ain't livin in the state of polygamy not me yet i ain't married i like where i am,I,married,I_ain't_married,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,and,we,was,very,poor,now,we're,better,off,my,father,an,mother,an,me,then,you,like,the,state,she,misunderstood,at,first,oh,i,ain't,livin,in,the,state,of,polygamy,not,me,yet,i,ain't ,married,i,like,where,i,am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753-150477-0039,39,2,2,and we was very poor now we're better off my father an mother an me then you like the state she misunderstood at first oh i ain't livin in the state of polygamy not me yet i ain't married i like where i am,I,living,I_ain't_living,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,and,we,was,very,poor,now,we're,better,off,my,father,an,mother,an,me,then,you,like,the,state,she,misunderstood,at,first,oh,i,ain't ,livin,in,the,state,of,polygamy,not,me,yet,i,ain't,married,i,like,where,i,am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753-32846-0026,26,2,2,it ain't as if we was a vaudeville team that had got to rehearse what's rehearse steve changed the subject say kid ain't you feeling like you could bite into something,it,constituentboundary,it_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,ain't ,as,if,we,was,a,vaudeville,team,that,had,got,to,rehearse,what's,rehearse,steve,changed,the,subject,say,kid,ain't,you,feeling,like,you,could,bite,into,something,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753-32846-0026,26,2,2,it ain't as if we was a vaudeville team that had got to rehearse what's rehearse steve changed the subject say kid ain't you feeling like you could bite into something,you,feeling,you_ain't_feeling,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,ain't,as,if,we,was,a,vaudeville,team,that,had,got,to,rehearse,what's,rehearse,steve,changed,the,subject,say,kid,ain't ,you,feeling,like,you,could,bite,into,something,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753-32846-0049,49,1,1,there's that tom whiting but he's a bad boy he ain't been raised right what's the matter with him,he,raised,he_ain't_raised,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,there's,that,tom,whiting,but,he's,a,bad,boy,he,ain't ,been,raised,right,what's,the,matter,with,him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7556-103535-0010,10,1,1,as he used to i wouldn't ask em ter stay i ain't unreasonable thaddeus i know they can't do that,I,unreasonable,I_ain't_unreasonable,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,as,he,used,to,i,wouldn't,ask,em,ter,stay,i,ain't ,unreasonable,thaddeus,i,know,they,can't,do,that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7556-103535-0040,40,1,1,now that's all true ain't it she asked anxiously the accident is this cut the fun'ral is old mis wentworth's,it,constituentboundary,it_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,now,that's,all,TRUE,ain't ,it,she,asked,anxiously,the,accident,is,this,cut,the,fun'ral,is,old,mis,wentworth's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7584-101856-0024,24,1,1,bobby uptilted his chin i've heard your ma say ain't wa'n't proper he observed virtuously,constituentboundary,constituentboundary,constituentboundary_ain't_constituentboundary,ConstituentBoundary,ConstituentBoundary,ConstituentBoundary_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bobby,uptilted,his,chin,i've,heard,your,ma,say,ain't ,wa'n't,proper,he,observed,virtuously,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7584-101856-0026,26,1,1,doctor spencer may be nice now but he ain't a husband yet she said thoughtfully there was tim sullivan and patty's father and mike whalen she enumerated aloud and they was all,he,husband,he_ain't_husband,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctor,spencer,may,be,nice,now,but,he,ain't ,a,husband,yet,she,said,thoughtfully,there,was,tim,sullivan,and,patty's,father,and,mike,whalen,she,enumerated,aloud,and,they,was,all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597-101858-0021,21,1,1,then tom spied margaret and with a triumphant come on here she is to those behind he dashed down the platform my but ain't you slick he cried admiringly stopping short before margaret,you,slick,you_ain't_slick,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,then,tom,spied,margaret,and,with,a,triumphant,come,on,here,she,is,to,those,behind,he,dashed,down,the,platform,my,but,ain't ,you,slick,he,cried,admiringly,stopping,short,before,margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597-101858-0043,43,1,1,and unconsciously drew margaret close to her side patty had said gee whiz mag ain't you lucky wis't i was a lost an founded the house with its great stone lions was hailed with an awed,you,lucky,you_ain't_lucky,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,unconsciously,drew,margaret,close,to,her,side,patty,had,said,gee,whiz,mag,ain't ,you,lucky,wis't,i,was,a,lost,an,founded,the,house,with,its,great,stone,lions,was,hailed,with,an,awed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597-101859-0011,11,1,1,even now it was not without its effect for her head came up with a jerk i i know it she sobbed and i ain't i mean i are not going to there you see she broke off miserably,I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,even,now,it,was,not,without,its,effect,for,her,head,came,up,with,a,jerk,i,i,know,it,she,sobbed,and,i,ain't ,i,mean,i,are,not,going,to,there,you,see,she,broke,off,miserably,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597-101859-0012,12,1,1,falling back into her old despondent attitude ain't should be are not always and i never can remember pooh is that all laughed bobby twould take more'n a are not ter make me cry,attitude,constituentboundary,attitude_ain't_constituentboundary,Noun,ConstituentBoundary,Noun_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,falling,back,into,her,old,despondent,attitude,ain't ,should,be,are,not,always,and,i,never,can,remember,pooh,is,that,all,laughed,bobby,twould,take,more'n,a,are,not,ter,make,me,cry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597-101859-0013,13,1,1,but that ain't all wailed margaret and she did not notice that at one of her words bobby chuckled and parted his lips only to close them again with a snap,that,all,that_ain't_all,PronounDemonstrative,PronounIndefinite,PronounDemonstrative_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,that,ain't ,all,wailed,margaret,and,she,did,not,notice,that,at,one,of,her,words,bobby,chuckled,and,parted,his,lips,only,to,close,them,again,with,a,snap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597-101859-0015,15,1,1,you're a learnin all the time ain't ye are not you bobby sighed margaret well are not you then snapped bobby margaret shook her head a look that was almost terror came to her eyes,ye,constituentboundary,ye_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you're,a,learnin,all,the,time,ain't ,ye,are,not,you,bobby,sighed,margaret,well,are,not,you,then,snapped,bobby,margaret,shook,her,head,a,look,that,was,almost,terror,came,to,her,eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597-101859-0018,18,1,1,don't you see they say ain't and gee and bully all the time and i see now how bad tis and i want to stop but i can't stop bobby i just can't i try to but it just comes before i know it,constituentboundary,constituentboundary,constituentboundary_ain't_constituentboundary,ConstituentBoundary,ConstituentBoundary,ConstituentBoundary_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,don't,you,see,they,say,ain't ,and,gee,and,bully,all,the,time,and,i,see,now,how,bad,tis,and,i,want,to,stop,but,i,can't,stop,bobby,i,just,can't,i,try,to,but,it,just,comes,before,i,know,it,,,,,,,,,,,,,,,,,,,,,,
7597-101859-0029,29,1,1,then what ye cryin bout you ain't bound by no contract you don't have ter divvy up but i ought to divvy up,you,bound,you_ain't_bound,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,then,what,ye,cryin,bout,you,ain't ,bound,by,no,contract,you,don't,have,ter,divvy,up,but,i,ought,to,divvy,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597-101859-0031,31,1,1,why shouldn't she have some of mine tain't fair somehow somebody ain't playin straight i,somebody,playin,somebody_ain't_playin,PronounIndefinite,VerbPresentParticiple,PronounIndefinite_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,why,shouldn't,she,have,some,of,mine,tain't,fair,somehow,somebody,ain't ,playin,straight,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
